id,title,content,label
1433,"Family Staycation","A bit disappointed as hotel room small but the bathroom spacious.Bit rundown and the housekeeping not so good ",General
1434,"Comfortable staycation","The heritage room is just nice for families with 2 young children.Spacious and clean. ",Room
1435,"Good hotel a bt far but definaely a good 5 star hotel ","Good hotel a bt far but definaely a good 5 star hotel ",General
1436,"Had the most relaxing stay here","One of my favourite hotels. The heritage rooms are wonderful. ",Room
1437,Perfect,"Comfortable and enjoy during stay",General
1438,"Love the place.  Very good location.","My kids loved it.",General
1439,"A place for chill out n relaxation","Like this quiet n standalone hotel in the island.Less crowd n you do not feel the squeeze.",General
1440,"Personal touch","Overall accommodation experience was good. Room and hotel area are very clean and neat especially. Staffs are very friendly and accommodative to guests needs. 

The experience will be excellent if the staffs can be more interaction personal touch with the guests.",General
1441,"overall I would recommend ","Drawer was dusty. No tooth brush. Lack of power point.",General
1442,"Great stay and will go back again","Line up at buffet breakfast was super long, should get up earlier if in a hurry",General
1443,"Good service and location","Very good service and location to go to universal studio","Facilities & Services"
1444,"Good and big hotel","Near mrt and big rooms",General
1445,"Good value","This hotel is very good value in the location it is sited, other more well known and newer hotels in the area is about 20% to 30% more. The rooms are slightly bigger than your normal standard rooms but the decor and furnitures is a bit worn down and not 100% clean.",Location
1446,"Value for money!","The room was ok but the corridoor was too dark. ",Room
1447,"good location","near tg pagar mrt, lots of eatery nearby.
24hr supermarket cross the road.
next to 100am shopping.",Location
1448,"good location near MRT tanjung pagar  and spacious room size","good location near MRT tanjung pagar and spacious room size with double bed and 1 single bed",Location
1449,"Old Design Hotel with big space","Good location for various choice of food/ popular restaurant.",Location
1450,Noisy,"We were located on 10th floor and near elevator. I was not sure because of the thin walls or because of near the elevator, but we could hear people talking, walking and shouting very clearly. And we were so distracted by it. And the carpet was dirty, it got used cottonbud on the carpet. Seems like the carpet was not vaccummed thoroughly. And there was other peoples hair on the bedsheet when I pull the comforter. 

The location was quite good though. Walk about 2 minutes from the hotel, you may find a lot of korean restaurants. And it took around 8-10 minutes walk to reach Chinatown. ",General
1451,"Spacious Room with Comfy Bed","Loved the size of the room. Its spacious which is unlike most of Singapore standard hotel rooms. Staff are helpful and friendly. I will come back and stay again.",Room
1452,"Spacious Room","Spacious Room and comfy bed. We are delighted to have another extra bed in the room. Very near to Korean eateries which is great. Very near to train station too. ",General
1453,"Strategic location and reasonable hotel price","The hotel located at town central, very near to the MRT and easy access to bus stops. There are many KoreanJapanese restaurants nearby the building.",Location
1454,"Gotta get what you can","As with everything in Singapore you get for what you already pay too much for anyway. Usually a little under what you expect for the Prices. The service in Singapore is certainly no greater because of the costs.",General
1455,"Excellent ! - great pool, quiet , but near MRT etc","Really excellent value! Breakfast is overpriced -- but it is at all hotelsesp in that neighborhood-- although Hawker Fare is close by , as is a 24 hr reasonable grocery, laundry, money charger. Staff is so helpful-- really go extra mile ! Very tasteful interiors - spacious rooms with even ironing boardsiron in the room!","Facilities & Services"
1456,"Convenient hotel close to MRT and hawker centres","I enjoyed my stay at Orchid Hotel! Easy to get to and from airport and bus drop off. I enjoyed the eateries closeby, pool was lovely! decor is out dated but clean and rooms are a good size!",General
